,MaritalStatus,NumberOfChildren,NumberOfYoungChildren,Minority,Debts,Income,Education,LegalKnowledge,InvolvedInLegalDispute,ExperienceWithCourtProceedings,CourtProceedingsSatisfaction,ExperienceWithMediation,MediationSatisfaction,ExperienceWithArbitration,ArbitrationSatisfaction,BF1,BF2,BF3,BF4,BF5,BF6,BF7,BF8,BF9,BF10,BF11,BF12,BF13,BF14,BF15,TK1,TK2,TK3,TK4,TK5,TK6,TK7,TK8,TK9,TK10,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Student status,Employment status,STNumber,Feelings,Speed,Privacy,PublicVindication,NeutralOpinion,MinimizeCosts,MaintainImproveRelationship,CreatePrecedent,MinMaxCompensation,CreativeSolution,ControlOfProcess,ControlOfOutcome,ShiftResponsibility,EnsuringCompliance,TransformationOfTheParties,ImproveUnderstanding,RecognitionApology,Classification,StrengthPosition,Decision
148,Married,0,0,FALSE,Some Debts,Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,3,2,2,5,4,5,4,1,3,5,5,2,4,A,B,A,B,A,B,A,B,A,B,38,Male,White,Greece,Greece,France,No,Full-Time,4,"[""stress"",""frustration"",""anger""]",4,3,3,4,4,2,3,3,2,3,3,3,4,3,2,4,Common Dispute,Stronger,Negotiation
149,Married,0,0,FALSE,Some Debts,Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,3,2,2,5,4,5,4,1,3,5,5,2,4,A,B,A,B,A,B,A,B,A,B,38,Male,White,Greece,Greece,France,No,Full-Time,5,"[""frustration"",""anger""]",3,2,2,3,4,4,2,2,1,3,3,3,2,3,4,4,Common Dispute,Weaker,Let go
150,Married,0,0,FALSE,Some Debts,Average,Master,Some Knowledge,TRUE,FALSE,0,FALSE,0,FALSE,0,2,3,4,5,5,2,2,2,4,4,5,4,2,5,3,A,B,B,B,A,B,A,B,A,A,30,Male,White,Portugal,Portugal,Portugal,No,Full-Time,8,"[""frustration"",""fear"",""confusion"",""stress""]",5,2,2,4,4,3,4,2,2,2,4,4,4,4,5,3,Common Dispute,Stronger,Negotiation
151,Married,0,0,FALSE,Some Debts,Average,Master,Some Knowledge,TRUE,FALSE,0,FALSE,0,FALSE,0,2,3,4,5,5,2,2,2,4,4,5,4,2,5,3,A,B,B,B,A,B,A,B,A,A,30,Male,White,Portugal,Portugal,Portugal,No,Full-Time,2,"[""anger"",""sadness"",""hate"",""stress"",""fear""]",2,1,5,4,3,1,5,4,3,3,2,4,4,2,3,2,Serious Dispute,Weaker,Adjudication
152,Married,0,0,FALSE,Some Debts,Average,Master,Some Knowledge,TRUE,FALSE,0,FALSE,0,FALSE,0,2,3,4,5,5,2,2,2,4,4,5,4,2,5,3,A,B,B,B,A,B,A,B,A,A,30,Male,White,Portugal,Portugal,Portugal,No,Full-Time,7,"[""frustration"",""confusion"",""sadness""]",5,1,3,4,4,5,2,3,4,1,3,4,5,5,4,4,Misunderstanding,Stronger,Negotiation
153,Married,1,1,FALSE,Some Debts,Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,1,1,5,2,3,2,1,4,5,4,3,4,A,B,B,B,A,B,B,A,A,B,35,Female,White,United Kingdom,United Kingdom,United Kingdom,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",4,"[""frustration"",""sadness"",""stress"",""anger""]",2,4,3,1,5,3,3,5,4,4,4,2,4,5,4,5,Common Dispute,Weaker,Negotiation
154,Married,1,1,FALSE,Some Debts,Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,1,1,5,2,3,2,1,4,5,4,3,4,A,B,B,B,A,B,B,A,A,B,35,Female,White,United Kingdom,United Kingdom,United Kingdom,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",5,"[""stress"",""sadness""]",1,3,1,2,4,5,3,3,4,4,5,3,3,4,5,5,Serious Dispute,Stronger,Let go
155,Married,1,1,FALSE,Some Debts,Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,1,1,5,2,3,2,1,4,5,4,3,4,A,B,B,B,A,B,B,A,A,B,35,Female,White,United Kingdom,United Kingdom,United Kingdom,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",9,"[""anger"",""frustration"",""stress""]",5,1,4,3,5,2,3,5,3,4,4,3,5,5,3,2,Serious Dispute,Stronger,Arbitration
156,Married,1,1,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,5,3,5,4,4,1,4,4,5,1,5,A,B,A,B,B,B,A,B,A,A,28,Female,White,Poland,Poland,Poland,No,Full-Time,10,"[""confusion"",""anger""]",4,1,5,5,4,3,5,5,3,3,4,2,3,3,5,4,Serious Dispute,Stronger,Adjudication
157,Married,1,1,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,5,3,5,4,4,1,4,4,5,1,5,A,B,A,B,B,B,A,B,A,A,28,Female,White,Poland,Poland,Poland,No,Full-Time,8,"[""confusion"",""curiosity""]",3,4,2,5,5,5,2,1,4,3,4,4,4,3,4,3,Misunderstanding,Weaker,Negotiation
158,Married,1,1,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,5,3,5,4,4,1,4,4,5,1,5,A,B,A,B,B,B,A,B,A,A,28,Female,White,Poland,Poland,Poland,No,Full-Time,1,"[""stress"",""confusion""]",5,1,5,5,2,5,4,4,5,4,5,2,5,3,5,4,Serious Dispute,Stronger,Negotiation
159,Married,1,1,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,4,3,3,4,4,4,4,3,4,4,4,3,4,B,B,B,B,B,B,B,B,B,B,50,Female,White,Poland,Poland,Poland,DATA_EXPIRED,DATA_EXPIRED,8,"[""anger"",""sadness"",""stress"",""fear"",""confusion""]",5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Serious Dispute,Weaker,Public Complaint
160,Married,1,1,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,4,3,3,4,4,4,4,3,4,4,4,3,4,B,B,B,B,B,B,B,B,B,B,50,Female,White,Poland,Poland,Poland,DATA_EXPIRED,DATA_EXPIRED,7,"[""fear"",""anger"",""stress"",""frustration""]",5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Serious Dispute,Weaker,Adjudication
161,Married,1,1,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,4,3,3,4,4,4,4,3,4,4,4,3,4,B,B,B,B,B,B,B,B,B,B,50,Female,White,Poland,Poland,Poland,DATA_EXPIRED,DATA_EXPIRED,10,"[""anger"",""stress"",""frustration"",""fear"",""sadness"",""confusion""]",4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,Serious Dispute,Weaker,Adjudication
162,Married,1,2,TRUE,Some Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,3,5,5,4,4,5,5,5,3,4,5,2,5,A,A,B,B,B,A,A,A,B,A,36,Female,Asian,Pakistan,United Kingdom,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",4,"[""frustration"",""stress"",""anger""]",5,4,3,4,5,1,2,5,5,5,5,2,4,4,4,2,Common Dispute,Weaker,Negotiation
163,Married,1,2,TRUE,Some Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,3,5,5,4,4,5,5,5,3,4,5,2,5,A,A,B,B,B,A,A,A,B,A,36,Female,Asian,Pakistan,United Kingdom,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",5,"[""sadness"",""indifference"",""stress""]",5,5,1,1,5,5,1,1,4,4,4,1,2,2,5,5,Serious Dispute,Weaker,Let go
164,Married,1,2,TRUE,Some Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,3,5,5,4,4,5,5,5,3,4,5,2,5,A,A,B,B,B,A,A,A,B,A,36,Female,Asian,Pakistan,United Kingdom,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",9,"[""anger"",""frustration"",""stress""]",5,2,5,3,5,2,4,5,5,5,5,4,4,5,4,3,Major Conflict,Stronger,Adjudication
165,Separated,2,1,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,1,2,5,3,4,3,4,4,5,2,4,4,5,1,4,B,B,B,A,A,A,A,A,B,B,66,Female,Black,Nigeria,United States,Nigeria,DATA_EXPIRED,DATA_EXPIRED,2,"[""sadness"",""anger"",""frustration""]",4,2,4,3,4,4,4,3,5,5,3,4,5,2,4,4,Misunderstanding,Weaker,Let go
166,Separated,2,1,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,1,2,5,3,4,3,4,4,5,2,4,4,5,1,4,B,B,B,A,A,A,A,A,B,B,66,Female,Black,Nigeria,United States,Nigeria,DATA_EXPIRED,DATA_EXPIRED,9,"[""anger"",""frustration"",""hate""]",4,2,3,4,3,4,4,3,5,4,4,3,4,5,4,4,Common Dispute,Stronger,Negotiation
167,Separated,2,1,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,1,2,5,3,4,3,4,4,5,2,4,4,5,1,4,B,B,B,A,A,A,A,A,B,B,66,Female,Black,Nigeria,United States,Nigeria,DATA_EXPIRED,DATA_EXPIRED,1,"[""anger"",""hate"",""sadness"",""frustration""]",4,4,5,5,3,4,5,3,4,4,4,5,4,5,4,5,Misunderstanding,Stronger,Arbitration
168,Divorced,1,1,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,2,2,4,4,5,5,2,4,4,4,3,4,A,B,A,B,A,B,A,B,A,A,54,Female,White,Portugal,Portugal,Portugal,No,Full-Time,6,"[""frustration"",""stress""]",4,4,4,4,5,3,3,4,3,3,4,3,3,4,3,4,Common Dispute,Stronger,Negotiation
169,Divorced,1,1,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,2,2,4,4,5,5,2,4,4,4,3,4,A,B,A,B,A,B,A,B,A,A,54,Female,White,Portugal,Portugal,Portugal,No,Full-Time,4,"[""sadness"",""frustration"",""stress""]",2,4,5,4,5,3,3,5,4,4,5,4,3,4,4,2,Common Dispute,Stronger,Arbitration
170,Divorced,1,1,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,2,2,4,4,5,5,2,4,4,4,3,4,A,B,A,B,A,B,A,B,A,A,54,Female,White,Portugal,Portugal,Portugal,No,Full-Time,2,"[""anger"",""frustration"",""fear"",""sadness"",""stress""]",4,4,4,2,4,3,4,5,3,4,4,4,4,4,4,4,Serious Dispute,Stronger,Public Complaint
171,Single,0,0,FALSE,Some Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,2,1,1,5,3,3,5,4,3,3,4,4,2,A,B,B,B,A,B,A,A,A,B,29,Male,White,United Kingdom,United Kingdom,United Kingdom,No,Full-Time,8,"[""sadness"",""frustration"",""anger"",""fear""]",3,1,4,2,3,2,4,3,4,3,3,5,4,5,4,2,Serious Dispute,Weaker,Public Complaint
172,Single,0,0,FALSE,Some Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,2,1,1,5,3,3,5,4,3,3,4,4,2,A,B,B,B,A,B,A,A,A,B,29,Male,White,United Kingdom,United Kingdom,United Kingdom,No,Full-Time,5,"[""anger"",""sadness"",""frustration"",""stress"",""hate""]",3,2,3,3,4,1,3,5,3,4,4,4,3,5,2,1,Common Dispute,Weaker,Negotiation
173,Single,0,0,FALSE,Some Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,2,1,1,5,3,3,5,4,3,3,4,4,2,A,B,B,B,A,B,A,A,A,B,29,Male,White,United Kingdom,United Kingdom,United Kingdom,No,Full-Time,7,"[""anger"",""sadness"",""stress"",""confusion"",""hate""]",3,1,5,2,1,3,2,5,1,4,4,4,4,5,3,1,Common Dispute,Weaker,Adjudication
174,Single,0,0,FALSE,No Debts,Above Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,5,2,4,5,4,2,4,5,5,2,5,B,B,A,B,B,B,A,B,B,B,21,Male,White,Poland,Poland,Poland,No,Full-Time,7,"[""anger"",""sadness"",""frustration""]",4,2,4,2,2,3,4,4,5,4,5,4,4,5,4,3,Misunderstanding,Stronger,Negotiation
175,Single,0,0,FALSE,No Debts,Above Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,5,2,4,5,4,2,4,5,5,2,5,B,B,A,B,B,B,A,B,B,B,21,Male,White,Poland,Poland,Poland,No,Full-Time,3,"[""anger"",""confusion"",""frustration"",""hate""]",4,4,2,5,2,3,3,3,4,3,5,2,4,4,4,4,Serious Dispute,Stronger,Adjudication
176,Single,0,0,FALSE,No Debts,Above Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,5,2,4,5,4,2,4,5,5,2,5,B,B,A,B,B,B,A,B,B,B,21,Male,White,Poland,Poland,Poland,No,Full-Time,1,"[""sadness"",""anger"",""frustration""]",3,4,4,5,4,4,3,4,2,3,4,5,4,5,5,4,Common Dispute,Stronger,Mediation
177,Married,1,0,TRUE,No Debts,Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,5,2,3,5,4,5,4,1,5,4,5,1,5,A,B,A,B,A,B,A,A,A,B,31,Male,Black,Nigeria,United Kingdom,Nigeria,Yes,Part-Time,6,"[""anger"",""frustration"",""stress"",""confusion""]",2,4,4,3,4,4,2,3,4,4,4,3,3,4,4,5,Serious Dispute,Weaker,Negotiation
178,Married,1,0,TRUE,No Debts,Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,5,2,3,5,4,5,4,1,5,4,5,1,5,A,B,A,B,A,B,A,A,A,B,31,Male,Black,Nigeria,United Kingdom,Nigeria,Yes,Part-Time,1,"[""anger"",""frustration"",""confusion"",""curiosity""]",4,2,5,3,1,5,5,5,5,5,5,5,5,5,5,5,Serious Dispute,Weaker,Mediation
179,Married,1,0,TRUE,No Debts,Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,5,2,3,5,4,5,4,1,5,4,5,1,5,A,B,A,B,A,B,A,A,A,B,31,Male,Black,Nigeria,United Kingdom,Nigeria,Yes,Part-Time,5,"[""anger"",""sadness"",""frustration"",""stress"",""confusion""]",2,2,3,3,4,3,3,3,3,4,3,2,1,2,3,4,Serious Dispute,Stronger,Mediation
180,Married,0,0,TRUE,No Debts,Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,4,3,3,5,4,4,4,4,3,4,4,4,3,A,B,A,B,B,A,B,A,A,B,23,Male,White,United Kingdom,United Kingdom,United Kingdom,No,Other,5,"[""anger"",""sadness"",""frustration"",""fear"",""stress"",""hate""]",4,3,1,3,2,4,3,5,3,3,2,3,4,4,4,5,Serious Dispute,Stronger,Arbitration
181,Married,0,0,TRUE,No Debts,Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,4,3,3,5,4,4,4,4,3,4,4,4,3,A,B,A,B,B,A,B,A,A,B,23,Male,White,United Kingdom,United Kingdom,United Kingdom,No,Other,4,"[""sadness"",""frustration"",""fear"",""confusion"",""stress""]",3,5,1,1,5,5,3,5,4,3,3,3,4,4,4,5,Minor Disagreement,Weaker,Negotiation
182,Married,0,0,TRUE,No Debts,Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,4,3,3,5,4,4,4,4,3,4,4,4,3,A,B,A,B,B,A,B,A,A,B,23,Male,White,United Kingdom,United Kingdom,United Kingdom,No,Other,9,"[""anger"",""sadness"",""frustration"",""fear"",""confusion"",""stress"",""curiosity""]",5,5,1,3,5,5,3,3,4,4,4,3,2,3,5,5,Serious Dispute,Stronger,Adjudication
183,Married,1,1,TRUE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,1,2,1,3,2,3,2,1,3,2,3,1,2,B,A,B,A,A,B,A,B,B,A,20,Male,White,United States,United States,United States,DATA_EXPIRED,DATA_EXPIRED,5,"[""fear"",""indifference""]",3,2,3,3,2,3,2,3,2,4,3,2,3,4,2,3,Misunderstanding,Stronger,Negotiation
184,Married,1,1,TRUE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,1,2,1,3,2,3,2,1,3,2,3,1,2,B,A,B,A,A,B,A,B,B,A,20,Male,White,United States,United States,United States,DATA_EXPIRED,DATA_EXPIRED,10,"[""sadness"",""frustration""]",4,2,2,3,3,2,3,2,3,2,3,4,3,2,4,3,Misunderstanding,Weaker,Mediation
185,Married,1,1,TRUE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,1,2,1,3,2,3,2,1,3,2,3,1,2,B,A,B,A,A,B,A,B,B,A,20,Male,White,United States,United States,United States,DATA_EXPIRED,DATA_EXPIRED,3,"[""sadness"",""frustration""]",3,3,2,3,4,3,2,3,2,3,2,2,3,4,2,1,Misunderstanding,Stronger,Mediation
186,Married,0,0,FALSE,Some Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,5,3,4,4,5,4,2,4,3,5,4,A,A,A,B,B,A,B,B,A,A,20,Male,White,Poland,Poland,Poland,Yes,Part-Time,2,"[""anger"",""frustration"",""hate""]",4,3,4,5,4,3,4,5,3,4,2,4,5,3,4,2,Serious Dispute,Weaker,Adjudication
187,Married,0,0,FALSE,Some Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,5,3,4,4,5,4,2,4,3,5,4,A,A,A,B,B,A,B,B,A,A,20,Male,White,Poland,Poland,Poland,Yes,Part-Time,5,"[""frustration"",""sadness""]",3,1,1,2,3,5,2,3,4,3,4,4,1,3,4,5,Common Dispute,Stronger,Mediation
188,Married,0,0,FALSE,Some Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,5,3,4,4,5,4,2,4,3,5,4,A,A,A,B,B,A,B,B,A,A,20,Male,White,Poland,Poland,Poland,Yes,Part-Time,10,"[""anger"",""hate"",""stress""]",4,3,5,5,1,1,5,5,3,5,4,4,5,1,4,5,Major Conflict,Weaker,Adjudication
189,Single,0,0,FALSE,Some Debts,Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,4,4,2,4,2,4,4,2,4,4,4,3,A,A,A,A,A,A,A,B,A,B,27,Male,White,Poland,Poland,Poland,Yes,Unemployed (and job seeking),10,"[""anger"",""confusion"",""hate"",""sadness""]",2,2,4,2,1,1,5,4,3,4,4,5,5,4,5,5,Serious Dispute,Weaker,Adjudication
190,Single,0,0,FALSE,Some Debts,Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,4,4,2,4,2,4,4,2,4,4,4,3,A,A,A,A,A,A,A,B,A,B,27,Male,White,Poland,Poland,Poland,Yes,Unemployed (and job seeking),2,"[""sadness"",""frustration"",""confusion"",""stress""]",2,3,3,4,2,3,5,3,4,4,4,3,4,4,4,3,Misunderstanding,Weaker,Mediation
191,Single,0,0,FALSE,Some Debts,Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,4,4,2,4,2,4,4,2,4,4,4,3,A,A,A,A,A,A,A,B,A,B,27,Male,White,Poland,Poland,Poland,Yes,Unemployed (and job seeking),5,"[""sadness"",""confusion""]",2,4,4,4,4,4,2,3,2,3,4,2,2,3,3,4,Common Dispute,Stronger,Negotiation
192,Single,0,0,FALSE,No Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,1,2,2,4,3,4,5,4,3,3,1,4,1,B,B,B,A,A,B,B,A,A,B,23,Male,White,Poland,Poland,Poland,Yes,Unemployed (and job seeking),10,"[""anger"",""frustration"",""hate"",""stress""]",5,1,5,4,2,1,5,5,1,4,5,1,4,2,4,5,Serious Dispute,Weaker,Adjudication
193,Single,0,0,FALSE,No Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,1,2,2,4,3,4,5,4,3,3,1,4,1,B,B,B,A,A,B,B,A,A,B,23,Male,White,Poland,Poland,Poland,Yes,Unemployed (and job seeking),8,"[""fear"",""frustration"",""anger"",""sadness""]",3,2,4,5,3,2,5,4,2,4,4,3,5,5,5,5,Serious Dispute,Weaker,Public Complaint
194,Single,0,0,FALSE,No Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,1,2,2,4,3,4,5,4,3,3,1,4,1,B,B,B,A,A,B,B,A,A,B,23,Male,White,Poland,Poland,Poland,Yes,Unemployed (and job seeking),3,"[""anger"",""frustration"",""confusion""]",5,1,5,5,2,4,5,5,2,5,5,5,5,2,4,5,Serious Dispute,Weaker,Public Complaint
195,Single,0,0,FALSE,No Debts,Above Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,2,3,3,4,3,5,4,1,5,5,4,4,4,A,B,B,B,A,B,B,A,A,B,19,Male,White,Poland,Poland,Poland,Yes,Part-Time,5,"[""frustration"",""hate"",""fear"",""sadness""]",3,1,3,4,4,5,2,5,1,5,5,3,4,4,3,4,Serious Dispute,Stronger,Arbitration
196,Single,0,0,FALSE,No Debts,Above Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,2,3,3,4,3,5,4,1,5,5,4,4,4,A,B,B,B,A,B,B,A,A,B,19,Male,White,Poland,Poland,Poland,Yes,Part-Time,3,"[""anger"",""frustration""]",5,3,4,1,4,3,4,5,1,3,3,4,5,5,3,1,Serious Dispute,Stronger,Adjudication
197,Single,0,0,FALSE,No Debts,Above Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,2,3,3,4,3,5,4,1,5,5,4,4,4,A,B,B,B,A,B,B,A,A,B,19,Male,White,Poland,Poland,Poland,Yes,Part-Time,10,"[""anger"",""frustration"",""hate"",""stress"",""fear""]",3,4,5,2,3,1,5,5,1,3,4,2,5,4,3,5,Major Conflict,Stronger,Adjudication
198,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,4,2,3,4,4,4,5,3,3,3,4,4,3,4,A,A,A,B,A,A,B,B,A,A,20,Male,White,Poland,Poland,Poland,Yes,Part-Time,9,"[""frustration"",""stress""]",3,5,2,4,4,5,3,3,4,3,3,2,3,4,4,4,Common Dispute,Stronger,Arbitration
199,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,4,2,3,4,4,4,5,3,3,3,4,4,3,4,A,A,A,B,A,A,B,B,A,A,20,Male,White,Poland,Poland,Poland,Yes,Part-Time,5,"[""sadness""]",4,5,1,5,5,5,3,1,2,2,2,3,3,4,4,5,Common Dispute,Weaker,Negotiation
200,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,4,2,3,4,4,4,5,3,3,3,4,4,3,4,A,A,A,B,A,A,B,B,A,A,20,Male,White,Poland,Poland,Poland,Yes,Part-Time,3,"[""fear"",""stress""]",4,2,4,2,4,5,3,4,4,4,5,4,3,3,4,5,Serious Dispute,Stronger,Adjudication
201,Single,0,0,FALSE,No Debts,Above Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,2,3,4,2,3,2,1,4,4,4,5,4,B,B,B,A,A,B,A,B,A,B,23,Female,White,Portugal,Portugal,Portugal,No,Full-Time,2,"[""frustration"",""sadness"",""anger"",""stress"",""confusion""]",4,2,1,4,5,3,5,1,4,4,4,2,5,4,5,3,Serious Dispute,Weaker,Adjudication
202,Single,0,0,FALSE,No Debts,Above Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,2,3,4,2,3,2,1,4,4,4,5,4,B,B,B,A,A,B,A,B,A,B,23,Female,White,Portugal,Portugal,Portugal,No,Full-Time,4,"[""anger"",""stress"",""frustration""]",5,4,2,4,5,4,2,3,4,4,4,4,5,4,4,3,Common Dispute,Stronger,Negotiation
203,Single,0,0,FALSE,No Debts,Above Average,Master,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,2,2,3,4,2,3,2,1,4,4,4,5,4,B,B,B,A,A,B,A,B,A,B,23,Female,White,Portugal,Portugal,Portugal,No,Full-Time,5,"[""sadness"",""stress""]",4,4,1,5,5,5,1,1,5,4,4,4,2,4,4,5,Minor Disagreement,Weaker,Mediation
204,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,TRUE,FALSE,0,TRUE,4,TRUE,4,5,4,2,3,3,4,5,5,5,2,2,4,5,2,5,B,A,A,B,B,B,A,B,A,A,31,Female,White,Portugal,Portugal,Portugal,No,Full-Time,2,"[""stress"",""anger"",""sadness"",""frustration"",""hate""]",5,1,5,4,5,2,5,4,3,4,5,1,4,3,5,5,Common Dispute,Weaker,Negotiation
205,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,TRUE,FALSE,0,TRUE,4,TRUE,4,5,4,2,3,3,4,5,5,5,2,2,4,5,2,5,B,A,A,B,B,B,A,B,A,A,31,Female,White,Portugal,Portugal,Portugal,No,Full-Time,4,"[""frustration"",""confusion"",""stress"",""curiosity"",""anger""]",5,1,3,3,5,1,5,3,4,3,4,2,4,3,4,5,Minor Disagreement,Stronger,Public Complaint
206,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,TRUE,FALSE,0,TRUE,4,TRUE,4,5,4,2,3,3,4,5,5,5,2,2,4,5,2,5,B,A,A,B,B,B,A,B,A,A,31,Female,White,Portugal,Portugal,Portugal,No,Full-Time,9,"[""anger"",""sadness"",""frustration"",""fear"",""confusion"",""stress""]",4,5,4,2,5,4,4,3,5,4,4,1,4,4,5,3,Major Conflict,Weaker,Mediation
207,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,5,2,2,3,4,3,4,2,2,4,3,3,4,B,A,A,B,A,B,B,A,A,B,23,Female,White,Poland,Poland,Poland,No,Other,1,"[""confusion"",""anger"",""frustration""]",2,1,4,1,4,2,3,2,2,1,1,1,1,1,1,1,Common Dispute,Stronger,Adjudication
208,Single,0,0,FALSE,No Debts,Below Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,5,2,2,3,4,3,4,2,2,4,3,3,4,B,A,A,B,A,B,B,A,A,B,23,Female,White,Poland,Poland,Poland,No,Other,4,"[""confusion"",""sadness"",""anger""]",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,Serious Dispute,Stronger,Adjudication
