,Year,Model,Condition,Price,Consumer_Rating,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
1042,2007,Accord EX-L,Used,8888,4.8,basque red pearl ii,graphite,FWD,24–34,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,102405,4.5,4.4,4.5,4.6,4.4,4.7,ME,Dealer
1043,2022,Civic EX,New,26645,4.6,basque red pearl ii,crystal black,FWD,33–42,Gasoline,variable,4 Cylinder Engine,65,4.6,4.9,4.4,4.6,4.6,4.7,CA,Dealer
1044,2022,Passport Elite,New,44189,4.9,platinum white pearl,gray,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,0,5.0,5.0,4.9,5.0,4.9,5.0,CA,Dealer
1045,2022,Pilot Elite,New,52060,4.7,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,4,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
1046,2022,Passport TrailSport,Used,42799,4.9,white,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,3285,5.0,5.0,4.9,5.0,4.9,5.0,IL,Dealer
1047,2022,Insight Touring,Honda Certified,33500,4.7,silver,black,FWD,45–51,Hybrid,cvt,1.5L I4 16V MPFI DOHC Hybrid,21924,4.8,4.9,4.2,4.9,4.3,4.9,CA,Dealer
1048,2021,Odyssey EX-L,Honda Certified,34694,3.9,pacific pewter metallic,black,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,30581,5.0,5.0,4.9,4.8,4.8,5.0,CA,Dealer
1049,2023,Pilot Elite,New,53830,5.0,sonic gray pearl,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI DOHC,1,5.0,3.8,5.0,4.4,4.6,5.0,CO,Dealer
1050,2023,Pilot Elite,New,53830,5.0,platinum white pearl,crystal black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI DOHC,1,4.5,3.8,4.5,4.6,5.0,4.8,CO,Dealer
1051,2015,Crosstour EX-L,Used,18998,4.3,white,cream,4WD,19–28,Gasoline,6-speed automatic,3.5L V6 24V MPFI SOHC,95435,4.7,4.8,4.6,4.5,4.7,4.8,ID,Dealer
1052,2004,CR-V LX,Used,9995,4.5,silver,crystal black,4WD,22–26,Gasoline,4-speed automatic,2.4L I4 16V MPFI DOHC,95349,4.4,4.3,4.4,4.7,4.4,4.6,WA,Dealer
1053,2022,Pilot Special Edition,New,44600,4.4,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
1054,2023,Pilot Elite,New,54235,4.9,sonic gray pearl,black,AWD,22–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,10,4.7,4.6,4.7,3.6,5.0,4.8,TX,Dealer
1055,2018,HR-V EX-L w/Navigation,Used,22984,4.9,misty green,black,FWD,28–34,Gasoline,cvt,1.8L I4 16V MPFI SOHC,36223,4.7,4.5,4.7,4.6,4.8,4.8,TX,Dealer
1056,2023,Ridgeline RTL,New,43470,4.8,platinum white pearl,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,11,5.0,4.8,4.8,4.2,5.0,5.0,KS,Dealer
1057,2023,Ridgeline RTL,New,45975,4.8,obsidian blue pearl,gray,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,5,5.0,4.8,4.8,4.2,5.0,5.0,KS,Dealer
1058,2023,Pilot TrailSport,New,51845,2.7,sky,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI DOHC,2,4.9,4.9,4.8,4.4,4.9,5.0,MO,Dealer
1059,2022,Pilot Sport,New,39770,2.7,sonic gray pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,12,5.0,5.0,5.0,5.0,5.0,5.0,MO,Dealer
1060,2022,Pilot Special Edition,New,44600,2.7,deep scarlet pearl,beige,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,MO,Dealer
1061,2010,Accord Crosstour EX-L,Used,7983,4.7,glacier blue metallic,crystal black,FWD,18–27,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,174121,4.7,4.6,4.7,4.6,4.6,4.8,TX,Dealer
1062,2014,CR-V LX,Used,16990,4.0,gray,gray,AWD,22–30,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,83263,4.5,4.5,4.5,4.5,4.6,4.7,IL,Dealer
1063,2022,HR-V EX,Used,28885,3.8,midnight amethyst,black,FWD,28–34,Gasoline,cvt,1.8L I4 16V MPFI SOHC,9496,3.8,3.2,3.6,3.6,4.2,4.2,LA,Dealer
1064,2014,CR-V EX-L,Used,15000,4.3,polished metal metallic,black,AWD,22–30,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,101529,4.5,4.5,4.5,4.5,4.6,4.7,MO,Dealer
1065,2023,Odyssey Sport,New,45045,4.7,platinum white pearl,black,FWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,12,5.0,5.0,4.0,4.0,4.0,5.0,LA,Dealer
1066,2021,Pilot Elite,Used,45998,4.8,white,gray,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,14031,4.9,4.8,4.8,4.7,4.7,4.8,MS,Dealer
1067,2022,CR-V EX,Used,32244,5.0,platinum white pearl,black,AWD,27–32,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,11408,4.9,4.8,4.7,4.8,4.7,4.9,WI,Dealer
1068,2023,Ridgeline RTL,New,43755,4.8,platinum white pearl,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,1250,5.0,4.8,4.8,4.2,5.0,5.0,IL,Dealer
1069,2023,Pilot Elite,New,53375,4.5,crystal black pearl,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI DOHC,4,5.0,4.4,5.0,4.0,4.7,4.8,IL,Dealer
1070,2023,CR-V EX-L,New,36900,5.0,still night pearl,black,AWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,5,5.0,5.0,5.0,4.0,4.0,5.0,IL,Dealer
1071,2023,Ridgeline RTL,New,41970,3.9,radiant red metallic ii,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,6,5.0,4.8,4.8,4.2,5.0,5.0,WI,Dealer
1072,2016,Odyssey EX-L,Used,22888,4.7,white diamond pearl,gray,FWD,19–28,Gasoline,6-speed automatic,3.5L V6 24V MPFI SOHC,78010,4.8,4.6,4.7,4.6,4.7,4.8,TN,Dealer
1073,2022,Accord Sport 1.5T,New,30470,5.0,sonic gray pearl,crystal black,FWD,29–35,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,10,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
1074,2022,Accord Sport 1.5T,New,30470,4.7,sonic gray pearl,black,FWD,29–35,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,7,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer
1075,2023,Accord EX,New,30705,5.0,meteorite gray metallic,gray,FWD,29–37,Gasoline,variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,10,4.9,4.3,5.0,4.0,4.2,5.0,IN,Dealer
1076,2023,HR-V LX,New,25045,5.0,modern steel metallic,gray,FWD,26–32,Gasoline,variable,Regular Unleaded I-4 2.0 L/122,10,4.0,5.0,4.0,5.0,5.0,5.0,IN,Dealer
1077,2022,Accord Sport,New,30470,5.0,platinum white pearl,black,FWD,29–35,Gasoline,variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,10,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer
1078,2021,Ridgeline Sport,Honda Certified,35199,4.5,white,black,AWD,18–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,11632,4.9,4.7,4.7,4.5,4.9,4.6,KY,Dealer
1079,2017,CR-V EX-L,Used,21800,4.8,obsidian blue pearl,gray,AWD,27–33,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,96618,4.8,4.8,4.7,4.7,4.8,4.8,OH,Dealer
1080,2022,Accord Hybrid Sport,Used,30689,4.4,platinum white pearl,crystal black,FWD,41–44,Hybrid,cvt,2.0L I4 16V MPFI DOHC Hybrid,19964,4.9,5.0,5.0,4.9,4.9,5.0,GA,Dealer
1081,2022,Insight Touring,Used,34998,4.4,gray,black,FWD,45–51,Hybrid,cvt,1.5L I4 16V MPFI DOHC Hybrid,7682,4.7,4.6,5.0,4.7,4.4,4.9,TN,Dealer
1082,2023,Civic Si Base,New,29650,5.0,blazing orange pearl,red / black,FWD,22–31,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,20,4.9,4.8,5.0,4.9,5.0,4.3,GA,Dealer
1083,2023,CR-V EX-L,New,35055,5.0,lunar silver metallic,black,FWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,22,5.0,5.0,5.0,4.0,4.0,5.0,GA,Dealer
1084,2022,Accord Hybrid Touring,Used,33000,5.0,platinum white pearl,ivory,FWD,41–44,Hybrid,cvt,2.0L I4 16V MPFI DOHC Hybrid,38310,4.9,5.0,5.0,4.9,4.9,5.0,GA,Dealer
1085,2020,Passport Sport,Honda Certified,31499,4.7,lunar silver metallic,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,16810,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
1086,2018,Civic EX,Used,22998,4.8,silver,black,FWD,31–40,Gasoline,cvt,2.0L I4 16V MPFI DOHC,56787,4.7,4.7,4.8,4.8,4.9,4.8,SC,Dealer
1087,2015,Odyssey Touring Elite,Used,16495,4.6,white diamond pearl,truffle,FWD,19–28,Gasoline,6-speed automatic,3.5L V6 24V MPFI SOHC,129243,4.8,4.6,4.7,4.6,4.7,4.8,SC,Dealer
1088,2022,Pilot Sport,New,41770,4.8,platinum,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,3,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer
1089,2023,Ridgeline Black Edition,New,53215,4.9,platinum white pearl,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,8,5.0,4.8,4.8,4.2,5.0,5.0,NC,Dealer
1090,2022,Accord Hybrid Sport,New,30165,5.0,crystal black pearl,black,FWD,41–44,Hybrid,cvt,2.0L I4 16V MPFI DOHC Hybrid,0,4.9,5.0,5.0,4.9,4.9,5.0,NC,Dealer
1091,2017,HR-V EX-L w/Navigation,Used,16388,4.3,modern steel metallic,black,FWD,28–34,Gasoline,cvt,1.8L I4 16V MPFI SOHC,96759,4.6,4.4,4.4,4.5,4.7,4.7,FL,Dealer
1092,2020,Civic Si Base,Used,25190,2.6,platinum white pearl,black,FWD,26–36,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,24902,4.8,4.8,4.8,4.8,4.9,4.9,NY,Dealer
1093,2022,Pilot Special Edition,New,44205,4.6,lunar silver metallic,gray,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,1,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer
1094,2022,Pilot EX-L,New,42000,5.0,platinum white pearl,black,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,17,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer
1095,2015,Civic EX,Used,16298,4.7,modern steel metallic,red / black,FWD,29–38,Gasoline,cvt,1.8L I4 16V MPFI SOHC,71839,4.6,4.6,4.6,4.7,4.6,4.8,VA,Dealer
1096,2023,CR-V EX-L,New,40440,4.7,still night pearl,black,AWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,0,5.0,5.0,5.0,4.0,4.0,5.0,NC,Dealer
1097,2020,Pilot Elite,Used,34956,4.9,modern steel metallic,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,55951,4.6,4.5,4.2,4.1,4.5,4.1,NY,Dealer
1098,2023,Ridgeline RTL-E,New,43420,4.7,radiant red metallic ii,crystal black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,3,5.0,4.8,4.8,4.2,5.0,5.0,VA,Dealer
1099,2023,Pilot Sport,New,41645,5.0,platinum white pearl,black,AWD,22–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,5,5.0,4.5,4.5,4.5,4.6,5.0,VA,Dealer
1100,2022,Pilot Sport,New,41375,4.4,crystal black pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,10,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer
1101,2022,Pilot TrailSport,New,46500,4.4,platinum,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,14,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer
1102,2022,Accord Sport SE,New,31960,4.1,sonic gray pearl,black,FWD,29–35,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,0,5.0,5.0,5.0,5.0,5.0,5.0,MD,Dealer
1103,2022,Accord Hybrid Sport,New,32560,5.0,gray,black,FWD,41–44,Hybrid,cvt,2.0L I4 16V MPFI DOHC Hybrid,7,4.9,5.0,5.0,4.9,4.9,5.0,NY,Dealer
1104,2019,Insight LX,Used,20498,4.8,crystal black pearl,black,FWD,49–55,Hybrid,cvt,1.5L I4 16V MPFI DOHC Hybrid,25451,4.6,4.8,4.5,4.7,4.8,4.8,FL,Dealer
1105,2022,HR-V Sport,New,26545,4.5,red,black,AWD,26–31,Gasoline,cvt,1.8L I4 16V MPFI SOHC,10,3.8,3.2,3.6,3.6,4.2,4.2,NJ,Dealer
1106,2021,Accord Sport 1.5T,Honda Certified,26899,5.0,platinum white pearl,black,FWD,29–35,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,10547,4.9,4.8,4.8,4.8,4.9,4.8,NY,Dealer
1107,2023,Pilot Elite,New,53375,5.0,crystal black pearl,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI DOHC,3,5.0,4.9,4.4,4.9,4.7,4.5,NJ,Dealer
1108,2022,Civic Sport,Used,23942,4.2,sonic gray pearl,gray,FWD,30–37,Gasoline,cvt,2.0L I4 16V GDI DOHC,2617,4.6,4.9,4.4,4.6,4.6,4.7,NY,Dealer
1109,2017,Civic EX,Used,17794,4.2,cosmic blue metallic,gray,FWD,31–40,Gasoline,cvt,2.0L I4 16V MPFI DOHC,68388,4.7,4.7,4.8,4.8,4.8,4.8,NY,Dealer
1110,2023,Ridgeline RTL-E,New,46420,4.7,platinum white pearl,black,AWD,22–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,8,5.0,4.8,4.8,4.2,5.0,5.0,CT,Dealer
1111,2019,Passport Sport,Honda Certified,26977,4.7,lunar silver metallic,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,34635,4.8,4.7,4.7,4.6,4.7,4.8,RI,Dealer
1112,2022,Accord Sport 1.5T,New,30470,4.7,platinum white pearl,crystal black,FWD,29–35,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,8,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer
1113,2023,Pilot EX-L 8-Passenger,New,45345,4.6,lunar silver metallic,gray,AWD,22–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,101,4.7,4.2,4.5,5.0,4.8,5.0,ME,Dealer
1114,2022,Accord Sport SE,New,31960,5.0,still night pearl,black,FWD,29–35,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,6,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
1115,2022,Pilot Sport,New,39770,4.4,gray,black,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
1116,2019,Civic Si Base,Used,24497,4.6,lunar silver metallic,black,FWD,28–38,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,56515,4.7,4.8,4.7,4.8,4.8,4.9,NV,Dealer
1117,2014,Accord EX-L,Used,16990,4.0,white,parchment,FWD,26–34,Gasoline,cvt,2.4L I4 16V GDI DOHC,100560,4.6,4.6,4.6,4.6,4.7,4.8,IL,Dealer
1118,2014,Pilot EX-L w/ Navigation,Used,25998,4.6,gray,black,FWD,18–25,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,47034,4.7,4.6,4.6,4.6,4.5,4.7,CA,Dealer
1119,2022,Pilot TrailSport,New,43485,4.3,crystal black pearl,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,12,5.0,5.0,5.0,5.0,5.0,5.0,AZ,Dealer
1120,2023,Civic Si,New,34195,5.0,aegean blue,red / black,FWD,22–31,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,0,4.8,4.3,4.2,4.7,4.5,4.9,AZ,Dealer
1121,2023,Pilot TrailSport,New,52834,5.0,sonic gray pearl,black,AWD,22–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,8,5.0,4.5,5.0,4.8,4.2,4.7,AZ,Dealer
1122,2015,Pilot EX,Used,15499,4.8,taffeta white,gray,FWD,18–25,Gasoline,automatic,3.5L V6 24-Valve SOHC i-VTEC,102959,4.8,4.7,4.7,4.8,4.6,4.9,AZ,Dealer
1123,2019,Civic Sport,Used,20382,4.7,white orchid pearl,black,FWD,29–38,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,44480,4.8,4.8,4.9,4.8,4.9,4.9,OR,Dealer
1124,2022,Pilot TrailSport,New,46500,4.8,platinum white pearl,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,9,5.0,5.0,5.0,5.0,5.0,5.0,OR,Dealer
1125,2020,Ridgeline Sport,Used,35500,4.8,lunar silver metallic,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,10986,4.8,4.7,4.6,4.5,4.7,4.7,CO,Dealer
1126,2022,CR-V EX-L,Used,31986,4.4,white,ivory,FWD,28–34,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,6735,4.9,4.8,4.7,4.8,4.7,4.9,TX,Dealer
1127,2022,Pilot TrailSport,New,46104,5.0,crystal black pearl,black,AWD,19–25,Gasoline,9-speed automatic,V6 Cylinder Engine,6,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
1128,2022,Pilot TrailSport,New,46500,4.4,platinum white pearl,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
1129,2016,Civic EX,Used,20988,4.8,blue,gray,FWD,31–41,Gasoline,cvt,2.0L I4 16V MPFI DOHC,41792,4.6,4.6,4.6,4.6,4.8,4.6,TX,Dealer
1130,2022,Pilot Special Edition,New,44600,3.9,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,4,5.0,5.0,5.0,5.0,5.0,5.0,KS,Dealer
1131,2023,CR-V Hybrid Sport,New,35641,4.9,still night pearl,black,AWD,22–31,Hybrid,cvt,2.0L I4 16V GDI DOHC Hybrid,12,5.0,3.0,4.0,4.0,5.0,5.0,TX,Dealer
1132,2023,Odyssey Sport,New,42291,4.8,platinum white pearl,black,FWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,10,5.0,5.0,4.0,4.0,4.0,5.0,TX,Dealer
1133,2022,Civic Si Base,Used,29991,5.0,blazing orange pearl,red / black,FWD,27–37,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,12790,4.2,4.0,4.5,4.2,4.5,5.0,TX,Dealer
1134,2023,HR-V EX-L,New,29195,4.6,modern steel metallic,black,FWD,22–31,Gasoline,automatic,2.0L I4 16V GDI DOHC,5,4.0,5.0,4.0,5.0,5.0,5.0,TX,Dealer
1135,2022,CR-V Hybrid EX-L,Honda Certified,35995,4.5,radiant red metallic,crystal black,AWD,35–40,Hybrid,cvt,2.0L I4 16V MPFI DOHC Hybrid,8645,4.6,4.9,4.5,4.6,4.8,4.7,TX,Dealer
1136,2014,CR-Z Base,Used,14295,5.0,deep violet,black,FWD,22–31,Hybrid,cvt,1.5L I4 16V MPFI SOHC Hybrid,67211,4.5,4.7,4.3,4.6,4.8,4.9,MN,Dealer
1137,2023,CR-V EX-L,New,37510,4.7,still night pearl,black,AWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,1,5.0,5.0,5.0,4.0,4.0,5.0,IA,Dealer
1138,2019,Odyssey EX-L,Used,36494,3.9,lunar silver metallic,gray,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,18158,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer
1139,2023,Civic Sport,New,26145,5.0,gray,black,FWD,30–37,Gasoline,cvt,4 Cylinder Engine,3,4.5,4.3,5.0,4.9,4.4,5.0,WI,Dealer
1140,2022,CR-V EX,Used,32493,4.9,platinum white pearl,black,AWD,27–32,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,6088,4.9,4.8,4.7,4.8,4.7,4.9,WI,Dealer
1141,2023,CR-V EX-L,New,35005,4.0,crystal black pearl,black,FWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,10,5.0,5.0,5.0,4.0,4.0,5.0,LA,Dealer
1142,2022,CR-V EX,Used,32999,5.0,modern steel metallic,gray,AWD,27–32,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,8112,4.9,4.8,4.7,4.8,4.7,4.9,WI,Dealer
1143,2023,Ridgeline RTL-E,New,44525,3.9,lunar silver metallic,black,AWD,22–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,6,5.0,4.8,4.8,4.2,5.0,5.0,WI,Dealer
1144,2022,Ridgeline RTL,New,42415,3.9,obsidian blue pearl,gray,AWD,18–24,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,14020,5.0,4.9,4.9,4.3,4.7,5.0,WI,Dealer
1145,2020,Civic EX,Honda Certified,24035,4.8,blue,gray,FWD,32–42,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,29696,4.8,4.8,4.9,4.8,4.9,4.9,IN,Dealer
1146,2022,Pilot TrailSport,New,46500,5.0,platinum white pearl,crystal black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,10,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
1147,2023,CR-V EX,New,32750,5.0,radiant red metallic,gray,FWD,22–31,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,9,5.0,5.0,5.0,4.0,4.0,5.0,TN,Dealer
1148,2022,Pilot Sport,New,41770,3.0,platinum white,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,8,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
1149,2022,Pilot TrailSport,New,46500,3.0,gray,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,7,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
1150,2022,Pilot Sport,New,41770,3.0,platinum white,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,10,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
1151,2007,Fit,Used,7995,4.1,silver,black,FWD,31–38,Gasoline,5-speed automatic,1.5L I4 16V MPFI SOHC,89806,4.3,4.4,4.4,4.8,4.6,4.8,OH,Dealer
1152,2019,Insight LX,Used,20897,4.4,modern steel metallic,crystal black,FWD,49–55,Hybrid,cvt,1.5L I4 16V MPFI DOHC Hybrid,58783,4.6,4.8,4.5,4.7,4.8,4.8,TN,Dealer
1153,2022,Accord Sport 1.5T,New,30075,4.8,crystal black pearl,crystal black,FWD,29–35,Gasoline,cvt,1.5L I4 16V GDI DOHC Turbo,5,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer
1154,2022,Pilot Sport,New,41770,4.8,platinum white pearl,crystal black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer
1155,2020,Passport EX-L,Used,30805,4.6,crystal black pearl,gray,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,31414,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
1156,2022,Pilot TrailSport,New,46500,4.7,sonic gray pearl,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,3,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer
1157,2023,Civic Sport,New,25745,4.8,aegean blue metallic,black,FWD,22–31,Gasoline,cvt,2.0L I4 16V GDI DOHC,4,4.8,5.0,4.4,4.9,4.3,4.6,NC,Dealer
1158,2023,Pilot EX-L 7-Passenger,New,43595,4.8,alabaster silver metallic,gray,FWD,22–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,5,4.1,4.6,4.5,5.0,5.0,4.7,NC,Dealer
1159,2023,CR-V Hybrid Sport Touring,New,39845,4.8,crystal black pearl,black,AWD,22–31,Hybrid,cvt,2.0L I4 16V GDI DOHC Hybrid,5,5.0,3.0,4.0,4.0,5.0,5.0,NC,Dealer
1160,2016,Accord EX-L,Used,21036,4.6,white,ivory,FWD,21–34,Gasoline,6-speed automatic,3.5L V6 24V MPFI SOHC,46335,4.8,4.7,4.7,4.7,4.8,4.8,FL,Dealer
1161,2023,CR-V Hybrid Sport Touring,New,40240,5.0,platinum white pearl,gray,AWD,22–31,Hybrid,cvt,2.0L I4 16V GDI DOHC Hybrid,3,5.0,3.0,4.0,4.0,5.0,5.0,FL,Dealer
1162,2019,Accord Hybrid Base,Used,22311,4.3,modern steel metallic,black,FWD,48–48,Hybrid,cvt,2.0L I4 16V MPFI DOHC Hybrid,76035,4.5,4.5,3.9,3.9,4.6,4.4,NC,Dealer
1163,1989,Prelude Si,Used,21000,3.4,blue,blue,FWD,22–31,Gasoline,4-speed automatic,2.0L I4 16V DOHC,79755,4.3,4.7,4.6,4.9,5.0,4.7,NC,Dealer
1164,2020,Insight EX,Used,23999,4.8,modern steel metallic,black,FWD,49–55,Hybrid,cvt,1.5L I4 16V MPFI DOHC Hybrid,30451,4.5,4.8,4.5,4.8,4.9,5.0,FL,Dealer
1165,2012,CR-V EX-L,Used,14795,4.5,blue,gray,AWD,22–30,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,89782,4.5,4.5,4.4,4.6,4.5,4.7,NY,Dealer
1166,2022,Pilot Sport,New,27313,4.2,obsidian blue pearl,crystal black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,1770,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer
1167,2022,Pilot Sport,New,41770,4.7,sonic gray pearl,crystal black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer
1168,2022,Pilot Sport,New,41770,4.9,platinum white pearl,nh-883p/black,AWD,19–26,Gasoline,9-speed automatic,V6 Cylinder Engine,2,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer
1169,2022,Pilot Special Edition,New,44600,2.7,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer
