,Year,Model,Condition,Price,Consumer_Rating,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
1206,2022,19,1,28322,4.9,32,4,2,76,1,13,5,24,5.0,5.0,5.0,5.0,5.0,5.0,42,0
1207,2023,61,1,32500,5.0,99,4,2,39,1,13,5,4,5.0,4.8,3.9,5.0,5.0,4.7,28,0
1208,2020,83,2,22495,3.1,111,20,1,62,1,13,18,37793,4.7,4.8,4.7,4.8,4.8,4.7,40,0
1209,2022,116,1,40375,4.0,31,18,1,17,1,8,45,12,5.0,5.0,5.0,5.0,5.0,5.0,15,0
1210,2022,87,0,30946,4.8,99,4,2,114,2,13,6,18361,4.5,4.0,5.0,5.0,4.4,4.7,2,0
1211,2022,120,1,47038,4.5,123,4,1,16,1,8,45,11,5.0,5.0,5.0,5.0,5.0,5.0,11,0
1212,2023,84,1,29040,4.6,136,4,1,39,1,13,26,15,4.0,5.0,4.0,5.0,5.0,5.0,22,0
1213,2022,118,1,48860,5.0,36,3,1,17,1,8,45,1,5.0,5.0,5.0,5.0,5.0,5.0,22,0
1214,2023,62,1,30745,4.3,106,4,2,39,1,13,5,12,4.7,4.6,5.0,4.5,4.8,5.0,22,0
1215,2022,106,0,46885,4.3,9,18,1,17,1,8,45,9227,5.0,5.0,5.0,5.0,5.0,5.0,22,0
1216,2020,83,2,21998,4.8,9,4,1,62,1,13,18,40007,4.7,4.8,4.7,4.8,4.8,4.7,23,0
1217,2022,53,0,31943,4.0,123,37,2,67,1,7,5,15350,4.2,4.0,4.5,4.2,4.5,5.0,11,0
1218,2019,20,2,24998,4.7,9,4,2,40,1,1,28,122954,4.7,4.7,4.7,4.7,4.8,4.8,17,0
1219,2020,26,2,29541,4.8,14,18,1,63,1,13,5,18893,4.9,4.8,4.8,4.8,4.9,4.9,47,0
1220,2023,101,1,42790,4.7,105,4,1,15,1,8,61,5,4.9,4.5,4.4,4.6,4.7,4.8,13,0
1221,2023,95,1,50915,4.6,32,18,2,39,1,10,45,8,5.0,5.0,4.0,4.0,4.0,5.0,13,0
1222,2022,18,1,34755,3.9,83,27,2,40,1,10,56,0,5.0,5.0,5.0,5.0,5.0,5.0,47,0
1223,2017,92,2,25564,4.3,9,20,2,18,1,6,46,58432,4.8,4.6,4.8,4.6,4.7,4.8,13,0
1224,2022,116,0,38418,3.9,32,4,2,23,1,8,45,2027,5.0,5.0,5.0,5.0,5.0,5.0,14,0
1225,2013,13,2,13988,4.5,61,35,2,66,1,13,37,109758,4.4,4.4,4.5,4.5,4.6,4.6,14,0
1226,2023,27,1,36010,4.7,99,20,2,68,1,13,48,5,5.0,5.0,5.0,4.0,4.0,5.0,41,0
1227,2023,31,1,40240,3.0,128,4,1,39,2,13,27,5,5.0,3.0,4.0,4.0,5.0,5.0,41,0
1228,2011,127,2,8000,5.0,4,20,0,2,1,10,50,177685,4.7,4.8,4.6,4.6,4.6,5.0,14,0
1229,2021,108,0,33395,4.6,99,4,1,17,1,8,45,32572,4.9,4.8,4.8,4.7,4.7,4.8,21,0
1230,2011,1,2,13995,4.4,48,4,0,13,1,4,46,116946,4.8,4.8,4.8,4.7,4.9,4.8,16,0
1231,2023,27,1,36900,4.7,99,4,1,39,1,13,5,229,5.0,5.0,5.0,4.0,4.0,5.0,14,0
1232,2023,31,1,40395,4.5,22,4,1,39,2,13,27,8,5.0,3.0,4.0,4.0,5.0,5.0,16,0
1233,2015,68,2,17500,4.4,2,4,0,19,1,6,46,81989,4.7,4.8,4.6,4.5,4.7,4.8,34,0
1234,2023,27,1,36900,3.0,136,4,1,39,1,13,5,0,5.0,5.0,5.0,4.0,4.0,5.0,34,0
1235,2005,34,2,5450,4.4,27,4,0,36,1,4,38,208733,4.2,4.3,4.1,4.5,4.3,4.7,34,0
1236,2023,42,2,32998,5.0,59,18,2,39,1,13,5,1436,5.0,4.6,4.2,4.9,4.6,5.0,41,0
1237,2010,1,2,10950,3.4,141,4,2,14,1,4,46,163488,4.7,4.6,4.7,4.6,4.6,4.8,41,0
1238,2023,99,1,46400,4.8,99,4,2,39,1,1,45,5,5.0,5.0,4.0,4.0,4.0,5.0,21,0
1239,2021,35,0,28500,4.6,107,4,1,63,1,13,5,16314,4.9,4.8,4.8,4.8,4.9,4.9,21,0
1240,2007,25,2,6499,4.2,49,41,2,50,1,4,38,159020,4.5,4.4,4.5,4.6,4.4,4.7,9,0
1241,2022,11,1,32930,4.4,6,18,2,105,2,13,30,12,4.9,5.0,5.0,4.9,4.9,5.0,9,0
1242,2023,113,1,53375,3.6,21,18,1,39,1,1,44,5,4.5,4.3,4.8,4.5,4.8,4.9,48,0
1243,2022,102,1,47620,4.8,99,20,1,15,1,8,45,5,5.0,5.0,4.9,5.0,4.9,5.0,26,0
1244,2023,109,1,46040,4.8,99,4,1,39,1,1,44,5,4.7,3.9,4.7,4.1,5.0,4.8,26,0
1245,2022,87,2,30995,3.9,59,4,2,114,2,13,6,3310,5.0,5.0,4.6,4.3,4.6,5.0,26,0
1246,2023,60,1,25745,5.0,106,4,2,39,1,13,26,0,4.7,4.4,4.8,5.0,4.8,4.8,26,0
1247,2022,19,1,28470,5.0,99,4,2,76,1,13,5,0,5.0,5.0,5.0,5.0,5.0,5.0,26,0
1248,2009,108,2,11450,4.8,107,20,0,5,1,4,46,111983,4.6,4.4,4.3,4.4,4.3,4.7,8,0
1249,2019,53,2,26000,4.5,59,4,2,72,1,7,5,26856,4.7,4.8,4.7,4.8,4.8,4.9,33,0
1250,2022,116,1,41375,4.6,32,4,1,17,1,8,45,3,5.0,5.0,5.0,5.0,5.0,5.0,8,0
1251,2022,115,1,44600,5.0,99,4,1,17,1,8,45,83,5.0,5.0,5.0,5.0,5.0,5.0,26,0
1252,2018,64,2,39395,4.7,26,37,2,37,1,7,28,18952,4.5,4.7,4.9,4.7,4.7,4.8,37,0
1253,2023,113,1,53375,4.7,88,20,1,39,1,1,44,18,4.3,4.4,4.6,4.2,4.7,4.8,44,0
1254,2020,108,2,37485,4.2,59,20,1,13,1,6,45,33902,4.6,4.5,4.2,4.1,4.5,4.1,44,0
1255,2022,119,1,33635,4.9,123,4,1,17,1,8,61,18500,5.0,5.0,5.0,5.0,5.0,5.0,26,0
1256,2022,116,1,41770,2.7,99,4,1,17,1,8,45,0,5.0,5.0,5.0,5.0,5.0,5.0,44,0
1257,2023,27,1,36010,4.7,99,20,2,39,1,13,5,3,5.0,5.0,5.0,4.0,4.0,5.0,8,0
1258,2013,67,2,22747,5.0,141,4,2,26,1,6,46,32548,4.8,4.6,4.7,4.6,4.6,4.8,8,0
1259,2022,120,1,46500,4.5,139,4,1,16,1,8,45,6,5.0,5.0,5.0,5.0,5.0,5.0,8,0
1260,2022,26,1,29485,4.7,72,20,2,68,1,13,5,13110,4.9,4.8,4.7,4.8,4.7,4.9,8,0
1261,2022,108,1,44000,4.9,99,3,1,17,1,8,45,5,5.0,5.0,5.0,5.0,5.0,5.0,30,0
1262,2022,5,2,32995,4.2,111,18,2,82,1,13,5,4624,5.0,5.0,5.0,5.0,5.0,5.0,0,0
1263,2023,52,1,29195,4.2,99,37,2,67,1,14,54,5,4.9,5.0,5.0,4.3,4.4,5.0,30,0
1264,2019,134,2,30794,4.2,32,4,1,12,1,6,45,19639,4.9,4.8,4.8,4.6,4.7,4.9,33,0
1265,2018,42,2,22998,4.8,139,20,2,90,1,13,29,50494,4.7,4.7,4.8,4.8,4.9,4.8,18,0
1266,2023,53,1,29195,4.8,32,18,2,39,1,14,5,6,5.0,4.7,4.9,4.6,4.9,4.5,4,0
1267,2021,113,2,37497,4.9,51,4,1,17,1,8,45,13441,4.9,4.8,4.8,4.7,4.7,4.8,4,0
1268,2021,106,2,31787,4.8,32,4,1,17,1,8,45,68979,4.9,4.8,4.8,4.7,4.7,4.8,4,0
1269,2013,49,2,15990,4.0,139,3,2,73,1,4,18,47089,4.5,4.5,4.4,4.7,4.6,4.8,13,0
1270,2022,60,2,26998,4.9,32,4,2,81,1,13,26,20739,4.6,4.9,4.4,4.6,4.6,4.7,3,0
1271,2022,116,1,40970,5.0,89,4,2,23,1,8,45,6,5.0,5.0,5.0,5.0,5.0,5.0,4,0
1272,2020,20,2,28945,4.4,51,4,2,40,1,1,28,14861,4.8,4.8,4.8,4.8,4.9,4.9,43,0
1273,2016,92,2,16495,5.0,120,20,2,19,1,6,46,145164,4.8,4.6,4.7,4.6,4.7,4.8,28,0
1274,2022,32,1,39439,4.7,104,20,1,101,2,13,48,0,4.6,4.9,4.5,4.6,4.8,4.7,35,0
1275,2023,60,1,26145,4.8,58,4,2,39,1,13,26,5,4.9,5.0,4.7,5.0,5.0,4.5,42,0
1276,2022,113,1,52060,4.9,99,4,1,17,1,8,45,10,5.0,5.0,5.0,5.0,5.0,5.0,42,0
1277,2022,129,2,40950,4.6,51,18,1,11,1,8,45,6485,5.0,4.9,4.9,4.3,4.7,5.0,42,0
1278,2022,108,1,40250,4.5,99,18,2,23,1,8,45,5,5.0,5.0,5.0,5.0,5.0,5.0,42,0
1279,2022,102,1,47211,4.1,59,20,1,15,1,8,45,10,5.0,5.0,4.9,5.0,4.9,5.0,42,0
1280,2022,21,1,31960,5.0,99,4,2,76,1,13,5,5,5.0,5.0,5.0,5.0,5.0,5.0,42,0
1281,2023,84,1,27650,5.0,136,4,2,39,1,10,26,4,4.0,5.0,4.0,5.0,5.0,5.0,42,0
1282,2022,60,2,26552,5.0,9,4,2,81,1,13,26,30322,4.6,4.9,4.4,4.6,4.6,4.7,42,0
1283,2022,19,1,28383,4.8,32,4,2,76,1,13,5,10,5.0,5.0,5.0,5.0,5.0,5.0,42,0
1284,2023,84,1,28790,4.8,136,4,1,39,1,13,26,5,4.0,5.0,4.0,5.0,5.0,5.0,15,0
1285,2014,92,2,15888,4.0,9,18,2,19,1,6,46,81219,4.7,4.6,4.6,4.4,4.6,4.8,42,0
1286,2022,14,2,27821,4.6,99,4,2,82,1,13,5,4305,5.0,5.0,5.0,5.0,5.0,5.0,42,0
1287,2019,102,2,31800,4.7,141,4,1,15,1,8,45,26461,4.8,4.7,4.7,4.6,4.7,4.8,42,0
1288,2022,49,2,25269,4.6,139,18,2,90,1,13,48,18243,4.6,4.9,4.4,4.6,4.6,4.7,42,0
1289,2023,31,1,40395,5.0,59,4,1,39,2,13,27,0,5.0,3.0,4.0,4.0,5.0,5.0,22,0
1290,2023,60,1,26945,4.8,59,4,2,39,1,13,31,10,4.9,4.2,4.9,4.7,4.8,4.9,23,0
1291,2020,3,2,27998,4.8,139,4,2,82,1,13,5,36737,4.8,4.8,4.8,4.8,4.9,4.9,17,0
1292,2023,31,1,40240,4.1,99,4,1,39,2,10,27,5,5.0,3.0,4.0,4.0,5.0,5.0,17,0
1293,2021,126,2,39995,3.9,32,4,1,11,1,8,45,32808,4.9,4.7,4.7,4.5,4.9,4.6,47,0
1294,2022,116,1,41770,4.6,123,18,1,17,1,8,45,6,5.0,5.0,5.0,5.0,5.0,5.0,13,0
1295,2022,105,1,44948,4.8,104,4,1,15,1,8,45,1,5.0,5.0,4.9,5.0,4.9,5.0,13,0
1296,2022,106,1,53560,4.7,123,4,1,17,1,8,45,2,5.0,5.0,5.0,5.0,5.0,5.0,13,0
1297,2022,116,1,39875,4.4,32,4,1,17,1,8,45,7,5.0,5.0,5.0,5.0,5.0,5.0,1,0
1298,2020,60,2,22867,5.0,28,4,2,78,1,13,29,19214,4.8,4.8,4.9,4.8,4.9,4.9,14,0
1299,2022,18,1,30470,5.0,128,4,2,76,1,15,55,10,5.0,5.0,5.0,5.0,5.0,5.0,14,0
1300,2023,27,1,36900,4.8,139,20,1,39,1,13,5,2,5.0,5.0,5.0,4.0,4.0,5.0,16,0
1301,2019,130,2,27200,4.8,141,5,2,17,1,6,45,55307,4.9,4.8,4.8,4.6,4.7,4.9,41,0
1302,2019,95,2,39350,4.0,141,3,2,19,1,1,45,50078,4.8,4.6,4.5,4.3,4.7,4.5,1,0
1303,2023,117,1,50240,4.9,98,18,1,39,1,1,44,1,5.0,4.9,4.5,4.2,4.5,4.8,21,0
1304,2013,49,2,12999,4.6,9,18,2,1,1,4,48,118393,4.5,4.5,4.4,4.7,4.6,4.8,41,0
1305,2023,84,1,28645,4.6,68,4,1,39,1,13,26,3,4.0,5.0,4.0,5.0,5.0,5.0,14,0
1306,2019,92,2,30900,4.4,141,20,2,19,1,8,45,57432,4.8,4.6,4.5,4.3,4.7,4.5,16,0
1307,2016,92,2,22245,4.5,72,20,2,19,1,6,46,83829,4.8,4.6,4.7,4.6,4.7,4.8,16,0
1308,2019,101,2,25696,4.4,10,4,2,21,1,8,45,75279,4.8,4.7,4.7,4.6,4.7,4.8,34,0
1309,2021,89,2,27877,4.7,99,4,2,109,2,13,6,32806,5.0,5.0,5.0,5.0,5.0,5.0,34,0
1310,2010,128,2,17995,4.1,9,4,0,2,1,4,46,64769,4.9,4.6,4.4,4.5,4.7,4.8,34,0
1311,2022,116,1,41770,4.5,99,4,1,17,1,8,45,12,5.0,5.0,5.0,5.0,5.0,5.0,9,0
1312,2021,118,2,39259,4.8,59,18,2,23,1,8,45,10424,4.9,4.8,4.8,4.7,4.7,4.8,9,0
1313,2023,62,1,31140,2.2,69,10,2,88,1,13,48,0,5.0,5.0,4.5,4.1,4.8,4.8,21,0
1314,2022,20,1,34150,4.8,99,18,2,40,1,1,28,2,5.0,5.0,5.0,5.0,5.0,5.0,34,0
1315,2023,53,1,30050,3.3,123,37,2,39,1,7,5,2,4.3,4.7,4.2,3.8,4.7,4.8,34,0
1316,2023,120,1,51735,3.6,116,4,1,39,1,1,44,5,5.0,4.8,4.1,4.5,4.7,5.0,48,0
1317,2023,117,1,50645,3.6,99,4,1,39,1,1,44,5,5.0,4.4,5.0,5.0,4.9,4.9,48,0
1318,2022,19,1,30075,4.2,58,4,2,76,1,13,5,5,5.0,5.0,5.0,5.0,5.0,5.0,34,0
1319,2023,31,1,40395,4.9,65,4,1,39,2,13,27,0,5.0,3.0,4.0,4.0,5.0,5.0,34,0
1320,2009,4,2,12999,4.4,141,41,2,20,1,4,46,92535,4.4,4.4,4.3,4.4,4.5,4.5,9,0
1321,2023,129,1,53935,4.9,72,4,1,39,1,10,45,0,5.0,4.8,4.8,4.2,5.0,5.0,26,0
1322,2022,28,2,32880,4.4,72,4,1,101,2,13,30,7300,4.6,4.9,4.5,4.6,4.8,4.7,39,0
1323,2022,116,1,39275,5.0,97,4,1,17,1,8,45,1,5.0,5.0,5.0,5.0,5.0,5.0,8,0
1324,2023,64,1,44385,5.0,6,18,2,39,1,14,28,1,5.0,5.0,5.0,5.0,5.0,5.0,8,0
1325,2023,110,1,43295,5.0,6,18,2,39,1,10,44,1,4.7,4.4,4.6,4.4,4.2,4.8,8,0
1326,2022,11,1,32165,4.4,58,18,2,105,2,13,30,0,4.9,5.0,5.0,4.9,4.9,5.0,26,0
1327,2019,101,2,26019,5.0,10,4,2,21,1,8,45,46327,4.8,4.7,4.7,4.6,4.7,4.8,8,0
1328,2022,116,1,42663,3.0,99,4,1,17,1,8,45,4,5.0,5.0,5.0,5.0,5.0,5.0,8,0
1329,2022,115,1,44205,4.6,59,20,1,17,1,8,45,3,5.0,5.0,5.0,5.0,5.0,5.0,8,0
1330,2022,120,1,46105,4.6,32,4,1,16,1,8,45,20,5.0,5.0,5.0,5.0,5.0,5.0,8,0
1331,2022,116,1,41770,5.0,99,4,1,17,1,8,45,3,5.0,5.0,5.0,5.0,5.0,5.0,26,0
1332,2016,83,2,16990,4.0,9,4,2,69,1,13,18,94471,4.4,4.4,4.2,4.5,4.6,4.7,13,0
1333,2023,109,1,46150,4.9,99,20,1,16,1,10,57,0,5.0,4.8,4.8,4.3,4.5,4.9,8,0
1334,2022,24,1,38445,5.0,99,25,2,40,1,1,28,1311,5.0,5.0,5.0,5.0,5.0,5.0,44,0
1335,2023,92,1,42250,4.4,99,4,2,39,1,1,45,10,5.0,5.0,4.0,4.0,4.0,5.0,44,0
1336,2023,95,1,51310,5.0,97,3,2,39,1,1,45,2,5.0,5.0,4.0,4.0,4.0,5.0,44,0
1337,2023,31,1,39845,4.7,59,4,1,39,2,13,27,1,5.0,3.0,4.0,4.0,5.0,5.0,37,0
1338,2023,105,1,44895,4.4,59,4,1,39,1,10,45,1,5.0,4.6,5.0,5.0,5.0,4.6,37,0
1339,2022,115,1,44205,4.9,59,20,1,17,1,8,45,5,5.0,5.0,5.0,5.0,5.0,5.0,30,0
1340,2023,31,1,39845,4.6,59,4,1,39,2,10,27,5,5.0,3.0,4.0,4.0,5.0,5.0,30,0
1341,2023,26,1,34250,4.8,99,4,1,39,1,13,5,10,5.0,5.0,5.0,4.0,4.0,5.0,6,0
1342,2019,92,2,33000,4.8,72,20,2,19,1,8,45,25581,4.8,4.6,4.5,4.3,4.7,4.5,6,0
1343,2022,106,2,43988,5.0,32,4,1,17,1,8,45,11170,5.0,5.0,5.0,5.0,5.0,5.0,6,0
1344,2022,115,1,44600,4.6,33,18,1,17,1,8,45,133,5.0,5.0,5.0,5.0,5.0,5.0,20,0
1345,2023,53,1,29590,4.6,99,18,2,39,1,14,5,6,4.8,4.9,4.4,4.3,4.6,4.8,4,0
1346,2023,26,1,33855,4.9,22,4,1,39,1,13,5,5,5.0,5.0,5.0,4.0,4.0,5.0,4,0
1347,2012,67,2,16990,4.0,51,4,2,14,1,4,46,84972,4.8,4.7,4.7,4.6,4.7,4.8,13,0
1348,2022,43,1,28740,4.6,97,4,2,89,1,13,5,7,4.6,4.9,4.4,4.6,4.6,4.7,4,0
1349,2017,10,2,18500,4.5,6,18,2,112,2,13,30,73107,4.8,4.8,4.7,4.6,4.9,4.8,3,0
1350,1987,122,2,39998,4.3,107,18,2,39,1,10,24,12824,4.5,5.0,4.8,4.1,4.4,5.0,43,0
1351,2022,120,1,43853,4.9,99,4,1,16,1,8,45,5,5.0,5.0,5.0,5.0,5.0,5.0,36,0
1352,2022,126,1,53345,4.6,32,4,1,11,1,8,45,5596,5.0,4.9,4.9,4.3,4.7,5.0,5,0
1353,2022,116,1,37998,4.7,32,4,1,17,1,8,45,11,5.0,5.0,5.0,5.0,5.0,5.0,46,0
1354,2018,92,2,29995,5.0,51,18,2,19,1,8,45,43105,4.8,4.7,4.6,4.3,4.7,4.6,28,0
1355,2023,99,1,46139,4.4,105,3,2,19,1,1,61,2,5.0,5.0,4.0,4.0,4.0,5.0,35,0
1356,2023,84,1,27650,4.8,136,4,2,39,1,13,26,0,4.0,5.0,4.0,5.0,5.0,5.0,42,0
1357,2023,113,1,53375,4.8,32,4,1,39,1,1,44,2,4.4,3.6,4.7,4.1,4.6,4.8,42,0
1358,2006,49,2,10988,4.8,51,18,2,84,1,4,18,49025,4.1,4.2,4.2,4.5,4.4,4.5,42,0
1359,2022,21,1,30960,5.0,128,4,2,76,1,13,5,5,5.0,5.0,5.0,5.0,5.0,5.0,42,0
1360,2022,116,1,38770,4.9,123,4,2,23,1,8,45,10,5.0,5.0,5.0,5.0,5.0,5.0,42,0
1361,2023,27,1,37510,4.9,99,4,1,39,1,13,5,10,5.0,5.0,5.0,4.0,4.0,5.0,42,0
1362,2022,20,1,35150,3.9,123,4,2,40,1,1,28,2,5.0,5.0,5.0,5.0,5.0,5.0,15,0
1363,2022,19,1,29575,5.0,32,4,2,76,1,13,5,5,5.0,5.0,5.0,5.0,5.0,5.0,42,0
1364,2016,108,2,19999,4.9,14,20,1,13,1,6,45,115666,4.7,4.6,4.5,4.4,4.6,4.6,40,0
1365,2023,99,1,46400,5.0,92,26,2,39,1,10,45,10,5.0,5.0,4.0,4.0,4.0,5.0,28,0
1366,2022,116,1,41375,4.8,9,18,1,17,1,8,45,2,5.0,5.0,5.0,5.0,5.0,5.0,15,0
1367,2023,31,1,39845,4.4,9,4,1,39,2,13,27,2,5.0,3.0,4.0,4.0,5.0,5.0,23,0
1368,2017,92,2,28750,4.7,32,3,2,18,1,10,60,53265,4.8,4.6,4.8,4.6,4.7,4.8,2,0
1369,2021,36,0,35581,4.8,99,4,2,68,1,13,5,8973,4.9,4.8,4.8,4.8,4.9,4.9,2,0
1370,2015,94,2,19992,4.5,72,20,2,19,1,6,46,124676,4.8,4.6,4.7,4.6,4.7,4.8,11,0
1371,2020,33,2,27000,5.0,32,4,1,63,1,13,5,30559,4.9,4.8,4.8,4.8,4.9,4.9,22,0
1372,2017,49,2,16989,4.2,72,20,2,90,1,13,29,63027,4.7,4.7,4.8,4.8,4.8,4.8,2,0
1373,2022,120,1,46500,5.0,99,4,1,16,1,8,45,5,5.0,5.0,5.0,5.0,5.0,5.0,13,0
1374,2022,11,1,32560,4.8,128,18,2,105,2,13,30,5,4.9,5.0,5.0,4.9,4.9,5.0,41,0
1375,2022,11,1,32560,5.0,128,4,2,105,2,13,30,18,4.9,5.0,5.0,4.9,4.9,5.0,24,0
1376,2020,32,2,32199,4.5,51,4,1,101,2,13,30,42990,4.7,4.6,4.3,4.3,4.6,4.6,13,0
1377,2017,83,2,19995,4.6,72,4,2,54,1,7,18,34440,4.6,4.4,4.4,4.5,4.7,4.7,13,0
1378,2003,49,2,5999,4.3,14,20,2,79,1,10,16,99310,4.1,4.1,4.4,4.7,4.1,4.8,13,0
1379,2023,42,1,27545,4.8,59,4,2,39,1,13,5,5,4.9,4.1,5.0,3.9,4.4,5.0,13,0
1380,2023,27,1,37055,4.6,65,18,1,39,1,13,5,8,5.0,5.0,5.0,4.0,4.0,5.0,13,0
1381,2023,98,1,42655,4.7,32,18,2,39,1,10,45,6,5.0,5.0,4.0,4.0,4.0,5.0,1,0
1382,2023,81,1,29540,4.6,139,18,2,39,1,13,26,11,4.0,5.0,4.0,5.0,5.0,5.0,16,0
1383,2019,92,2,32950,4.9,6,18,2,19,1,8,45,48937,4.8,4.6,4.5,4.3,4.7,4.5,8,0
1384,2022,42,2,26933,4.6,9,4,2,99,1,13,5,25127,4.6,4.9,4.4,4.6,4.6,4.7,16,0
1385,2022,32,2,41497,3.0,99,25,1,101,2,13,30,1255,4.6,4.9,4.5,4.6,4.8,4.7,1,0
1386,2023,92,1,42250,5.0,99,3,2,39,1,1,45,3,5.0,5.0,4.0,4.0,4.0,5.0,41,0
1387,2023,27,1,36505,4.4,32,4,1,39,1,13,5,8,5.0,5.0,5.0,4.0,4.0,5.0,34,0
1388,2022,106,2,43530,5.0,9,4,1,17,1,8,45,13671,5.0,5.0,5.0,5.0,5.0,5.0,34,0
1389,2019,101,2,26787,4.7,72,4,1,15,1,8,45,41609,4.8,4.7,4.7,4.6,4.7,4.8,34,0
1390,2023,110,1,45850,5.0,105,4,1,39,1,10,44,14,4.9,4.9,4.6,5.0,4.8,4.7,9,0
1391,2023,26,1,33855,4.8,32,20,1,63,1,15,55,0,5.0,5.0,5.0,4.0,4.0,5.0,9,0
1392,2020,104,2,32497,4.8,10,4,1,15,1,8,45,52957,4.9,4.8,4.8,4.6,4.8,4.8,34,0
1393,2021,113,2,37690,3.9,99,4,1,17,1,8,45,20516,4.9,4.8,4.8,4.7,4.7,4.8,39,0
1394,2018,8,2,23992,4.9,72,20,2,110,2,13,30,44801,4.7,4.9,4.5,4.5,4.9,4.9,8,0
1395,2023,31,1,39845,4.8,32,4,1,39,2,13,27,8,5.0,3.0,4.0,4.0,5.0,5.0,8,0
1396,2022,120,1,46500,4.6,99,4,1,16,1,8,45,6,5.0,5.0,5.0,5.0,5.0,5.0,8,0
1397,2023,105,1,46210,4.6,123,4,1,39,1,8,45,2,4.2,5.0,5.0,4.7,5.0,5.0,26,0
1398,2023,99,1,45895,4.4,72,4,2,19,1,10,60,5,5.0,5.0,4.0,4.0,4.0,5.0,44,0
1399,2023,102,1,45250,4.7,105,18,1,39,1,10,45,4,5.0,5.0,4.3,4.2,4.8,5.0,44,0
1400,2022,53,2,31998,4.5,106,37,2,67,1,7,5,1206,4.2,4.0,4.5,4.2,4.5,5.0,44,0
1401,2023,84,1,28395,5.0,32,4,1,39,1,13,26,3,4.0,5.0,4.0,5.0,5.0,5.0,19,0
1402,2023,84,1,29040,4.6,85,4,1,39,1,13,26,3,4.0,5.0,4.0,5.0,5.0,5.0,33,0
1403,2022,19,1,31470,5.0,128,18,2,76,1,13,5,3,5.0,5.0,5.0,5.0,5.0,5.0,37,0
1404,2023,99,1,45945,4.7,32,4,2,39,1,10,45,10,5.0,5.0,4.0,4.0,4.0,5.0,37,0
1405,2017,10,2,13995,3.9,32,25,2,112,2,13,30,124477,4.8,4.8,4.7,4.6,4.9,4.8,33,0
1406,2023,31,1,40240,4.1,99,20,1,100,2,15,51,5,5.0,3.0,4.0,4.0,5.0,5.0,30,0
1407,2022,35,1,30720,4.5,104,4,1,63,1,13,5,6373,4.9,4.8,4.7,4.8,4.7,4.9,30,0
1408,2022,19,1,30470,4.5,99,4,2,76,1,13,5,5,5.0,5.0,5.0,5.0,5.0,5.0,30,0
1409,2023,113,1,53830,5.0,99,20,1,39,1,10,44,4,4.7,4.8,4.6,4.8,5.0,4.8,30,0
1410,2022,27,1,34620,4.8,99,4,1,63,1,13,5,3,4.9,4.8,4.7,4.8,4.7,4.9,6,0
1411,2022,116,1,41770,4.8,53,4,1,17,1,8,45,2,5.0,5.0,5.0,5.0,5.0,5.0,18,0
1412,2018,52,2,24998,4.8,51,4,2,72,1,7,5,56740,4.7,4.7,4.8,4.8,4.9,4.8,29,0
1413,2022,119,1,46465,4.9,72,4,2,23,1,10,61,5,5.0,5.0,5.0,5.0,5.0,5.0,4,0
1414,2022,116,1,41375,4.4,31,4,1,17,1,8,45,2,5.0,5.0,5.0,5.0,5.0,5.0,4,0
1415,2022,105,1,44496,4.8,123,4,1,15,1,8,45,45,5.0,5.0,4.9,5.0,4.9,5.0,4,0
1416,2022,116,1,41770,4.7,123,18,1,17,1,8,45,6,5.0,5.0,5.0,5.0,5.0,5.0,4,0
1417,2021,89,2,29588,4.7,99,25,2,109,2,13,6,30812,5.0,5.0,5.0,5.0,5.0,5.0,4,0
1418,2023,61,1,37491,4.6,99,4,2,39,1,13,5,9,4.9,5.0,4.6,3.8,5.0,5.0,4,0
1419,2023,92,1,41860,5.0,99,3,2,39,1,1,45,8,5.0,5.0,4.0,4.0,4.0,5.0,3,0
1420,2022,108,1,43605,4.8,32,4,1,17,1,8,45,4,5.0,5.0,5.0,5.0,5.0,5.0,36,0
1421,2013,52,2,19999,4.9,100,20,2,39,1,11,48,14722,4.5,4.5,4.4,4.7,4.6,4.8,5,0
1422,2022,26,1,31635,4.2,89,20,1,63,1,13,5,3000,4.9,4.8,4.7,4.8,4.7,4.9,5,0
1423,2023,31,1,39845,4.2,32,4,1,39,2,13,27,3,5.0,3.0,4.0,4.0,5.0,5.0,5,0
1424,2019,12,2,31977,4.6,89,20,2,113,2,13,30,26359,4.5,4.5,3.9,3.9,4.6,4.4,46,0
1425,2023,43,1,29245,4.7,32,4,2,39,1,13,5,0,4.9,5.0,5.0,4.8,4.6,4.8,46,0
1426,2020,92,2,30955,4.7,99,26,2,19,1,1,45,58940,4.8,4.8,4.7,4.6,4.7,4.7,42,0
1427,2023,99,1,46290,4.4,99,4,2,39,1,1,45,5,5.0,5.0,4.0,4.0,4.0,5.0,35,0
1428,2023,102,1,48250,4.9,105,4,1,39,1,8,45,10,4.3,4.9,4.7,4.5,4.8,4.6,42,0
1429,2013,26,2,16950,4.5,100,20,2,45,1,4,38,96444,4.5,4.5,4.5,4.5,4.5,4.6,42,0
1430,2022,19,1,29470,5.0,128,4,2,76,1,13,5,5,5.0,5.0,5.0,5.0,5.0,5.0,42,0
